,Tweet,Create_Date,Geo,id
3764,"The #crypto market downturn is being blamed on Russia invading Ukraine, as Russian president Vladimir Putin’s troops have entered the country. https://t.co/iyMkSAJEGO",2022-02-24 16:41:14+00:00,,1.50E+18
3765,#Crypto mining companies begin to pull hardware out of #Kazakhstan amid electricity shortages and #tax hikes. https://t.co/yURl3WlkYb,2022-02-24 16:01:34+00:00,,1.50E+18
3766,"The license authorizes #SEBA to ""conduct regulated activities in the ADGM, including advising on investments or credit, arranging credit and custody."" #regulation #adgm #custody https://t.co/2MrbvEPUMp",2022-02-24 14:31:34+00:00,,1.50E+18
3767,Instant Exchange Marketplace Swapzone Introduces Exchange API for US Residents https://t.co/GawmvUrawK,2022-02-24 14:03:28+00:00,,1.50E+18
3768,"The Stock Exchange of Thailand expects the SEC to approve its digital asset exchange ""very soon.""
#crypto #cryptocurrency https://t.co/UcJO7gK15g",2022-02-24 12:03:21+00:00,,1.50E+18
3769,"#Russia-#Ukraine Conflict Rocks #Crypto Markets, #Gold Value Rises, #ADA Biggest Top Ten Plunge, Down 17% #cryptocurrency #prices https://t.co/nTWapRGJrC",2022-02-24 11:10:39+00:00,,1.50E+18
3770,The multi-signature treasury management and #crypto settlement startup Zebec has revealed the company has raised $15 million. https://t.co/PyPUr8KCU1,2022-02-24 11:02:22+00:00,,1.50E+18
3771,"OVR Co-Founder Diego Di Tommaso Talks AR, Map2earn, Polygon Migration, Cross Metaverse Assets and Fashion https://t.co/3MkWiEqKLd",2022-02-24 10:03:45+00:00,,1.50E+18
3772,"""I think statutes that allow presidents or heads of state to invoke emergencies are very, very dangerous,” said the US senator. #crypto #cryptocurrency #bitcoin $BTC https://t.co/CWaUbOWKyf",2022-02-24 10:02:22+00:00,,1.50E+18
3773,"With the recently acquired funds, #Marginfi aims to build the first cross-margining engine on the #Solana #blockchain. https://t.co/UMU5SGRkTS",2022-02-24 09:03:26+00:00,,1.50E+18
3774,"#Europe mulls over future oversight of #crypto space, with calls to combat related money-laundering on #EU level. https://t.co/TESStQXYZJ",2022-02-24 08:02:43+00:00,,1.50E+18
3775,"VAF Compliance Is a Forensic Service Provider That Can Help You Pass KYC/AML for Crypto Banking @vafglobal

https://t.co/7NS58xzTYi",2022-02-24 07:31:05+00:00,,1.50E+18
3776,"#Cryptocurrency miners have moved a third of their equipment out of #Kazakhstan, industry association says. https://t.co/yURl3WlSNJ",2022-02-24 07:01:31+00:00,,1.50E+18
3777,"On Wednesday, global markets have been volatile as Ukraine officials declared a state of emergency amid fears of a Russian invasion. #Economics #Markets #Crypto #Gold https://t.co/FOzw9XDMJ0",2022-02-24 05:07:42+00:00,,1.50E+18
3778,The Stock Exchange of Thailand is preparing to launch a digital asset exchange. #crypto #cryptocurrency https://t.co/UcJO7gK15g,2022-02-24 03:03:20+00:00,,1.50E+18
3779,“Don't keep your funds with any centralized/regulated custodian. We cannot protect you. Get your coins/cash out and only trade p2p.” #crypto #cryptocurrency #bitcoin $BTC https://t.co/6qQPnFHVgh,2022-02-24 01:32:52+00:00,,1.50E+18
3780,"“We actually have in the United States an Emergency Act that allows the president to shut down the internet,” said the US senator. #crypto #cryptocurrency #bitcoin $BTC https://t.co/CWaUbOWcIH",2022-02-24 01:02:20+00:00,,1.50E+18
3781,"The reserve, that will be stored in the form of #BTC, will be used by the foundation in times when the natural stability mechanisms of the #Terra ecosystem fail due to extreme market conditions. https://t.co/iueXViNwNZ",2022-02-23 23:33:14+00:00,,1.50E+18
3782,Germany and several other #EU members want to task a new #AML watchdog with #crypto oversight. https://t.co/TESStQXrab,2022-02-23 23:02:42+00:00,,1.50E+18
3783,The #startup plans to partner with a telecoms provider and social media companies. #Web3 https://t.co/cbOJYewKlt,2022-02-23 21:32:32+00:00,,1.50E+18
3784,"One of the biggest eye-openers was the #blockchain analysis methods leveraged, and that #Chainalysis allegedly “de-mixed” #Wasabi transactions. https://t.co/ysdp3pT6J1",2022-02-23 21:03:51+00:00,,1.50E+18
3785,"The Governor stated that ""an increase in the direct and indirect exposure of banks to the #cryptoassets sector would increase both their equity and reputational risks."" https://t.co/Pu1JDwMmdg",2022-02-23 19:33:27+00:00,,1.50E+18
3786,Finder’s #dogecoin price prediction report says that the famous meme-based cryptocurrency will reach $0.163 per unit in 2022. #MemeCrypto #DOGE #SHIB https://t.co/2lnEhifLQX,2022-02-23 19:01:32+00:00,,1.50E+18
3787,"#AVAX, and #LUNA were some of the biggest gainers in #crypto markets on Wednesday https://t.co/MooPYvb6DN",2022-02-23 18:22:20+00:00,,1.50E+18
3788,"The exchange began hiring positions this month, seeking programmers with experience using #Unity, a popular game engine. https://t.co/5nmijuWBa5",2022-02-23 17:32:53+00:00,,1.50E+18
3789,The Canadian regulator has flagged tweets encouraging people to use non-custodial wallets by Coinbase CEO Brian Armstrong and Kraken CEO Jesse Powell. #crypto #cryptocurrency #bitcoin $BTC https://t.co/6qQPnFHVgh,2022-02-23 16:32:50+00:00,,1.50E+18
3790,#Kazakhstan government goes after unauthorized #crypto mining operations amid power deficit. https://t.co/sys2R2n16l,2022-02-23 15:33:32+00:00,,1.50E+18
3791,"#Bitcoin was higher for a second consecutive session, whilst #Ethereum also moved away from its 3-week low. https://t.co/FjXcN7NKPt",2022-02-23 15:25:26+00:00,,1.50E+18
3792,"The #Luna foundation Guard (LFG) hosted one of the biggest private token sales in the crypto world, raising $1 billion from several VC companies to create a #UST stabilization fund. https://t.co/iueXViNwNZ",2022-02-23 14:33:13+00:00,,1.50E+18
3793,VAF Compliance Is a Forensic Service Provider That Can Help You Pass KYC/AML for Crypto Banking https://t.co/wZ3aPdWQHt,2022-02-23 14:03:16+00:00,,1.50E+18
3794,"""More tourists and investors have come to see how #cryptocurrency works"" after #bitcoin became legal tender, said El Salvador's minister of tourism. #crypto $BTC https://t.co/ZKHWhfrnVD",2022-02-23 13:03:01+00:00,,1.50E+18
3795,Jambo does not plan to take a cut from its users’ earnings but will generate revenue from advertisements and commissions. #web3 #playtoearn https://t.co/cbOJYewKlt,2022-02-23 12:32:30+00:00,,1.50E+18
3796,"The Governor of the Bank of #Spain, Pablo Hernández de Cos, has spoken on the risks that introducing #cryptocurrencies into the traditional banking system might bring to these institutions. https://t.co/Pu1JDwMmdg",2022-02-23 10:33:24+00:00,,1.50E+18
3797,"""Is France really that different from Canada? Is Austria? Is Denmark? This is a real wake-up call,"" Hansson stressed. #crypto #cryptocurrency #bitcoin $BTC https://t.co/I97Hr4LkVp",2022-02-23 10:32:04+00:00,,1.50E+18
3798,#FTX is branching out into gaming. The company will reportedly launch a gaming unit that will be focused on offering #crypto and #NFT related services to gaming companies. https://t.co/5nmijuWBa5,2022-02-23 08:32:51+00:00,,1.50E+18
3799,Kazakhstan’s energy ministry shuts down 13 illegal #crypto farms across the country. https://t.co/sys2R2n16l,2022-02-23 06:33:30+00:00,,1.50E+18
3800,Novatar: The Ultimate NFT Project That Is Dominating the NFT Market Now https://t.co/scCEx7NM5z,2022-02-23 06:03:38+00:00,,1.50E+18
3801,"El Salvador's tourism increased more than 30% after #bitcoin became legal tender, said the tourism minister. #crypto #cryptocurrency $BTC https://t.co/ZKHWhfrnVD",2022-02-23 04:02:59+00:00,,1.50E+18
3802,"""It is clear we have reached a tipping point in the adoption of digital assets,"" said Grayscale. #crypto #cryptocurrency #bitcoin $BTC https://t.co/oLbRqnEzjo",2022-02-23 02:02:04+00:00,,1.50E+18
3803,"“I was wrong, we need crypto,” Hansson said, noting that the situation in Canada is “terrifying"" and ""a real wake-up call."" #crypto #cryptocurrency #bitcoin $BTC https://t.co/I97Hr4LkVp",2022-02-23 01:32:02+00:00,,1.50E+18
3804,#Russian Ministry of Finance submits draft law “On Digital Currency” to the federal government in Moscow. https://t.co/Af5O4CbrlZ,2022-02-23 00:02:45+00:00,,1.50E+18
3805,"On Tuesday, the #Solana based #NFT marketplace #MagicEden announced the project is airdropping NFT tickets. https://t.co/7HAn5Xzuef",2022-02-22 23:33:38+00:00,,1.50E+18
3806,ByBit: Exciting Welcome Rewards of up to $20 BTC Await https://t.co/oBBn14lTKx,2022-02-22 22:03:33+00:00,,1.50E+18
3807,"#Bitbase explained it expects to finalize these talks before Q3 2022, to start installing its #crypto ATMs, and to open several crypto stores in the country. https://t.co/GVonk43wCb",2022-02-22 21:33:51+00:00,,1.50E+18
3808,"At the end of December, the #stablecoin economy’s valuation was around $168.3 billion and since then, it has increased 9.92% to $185 billion. https://t.co/vhTHegKIU4",2022-02-22 21:32:55+00:00,,1.50E+18
3809,Journalist Laura Shin claims to identify the alleged identity of #TheDAO hacker that siphoned 3.6 million #ethereum in 2016. https://t.co/trsYp5wbZ5,2022-02-22 19:33:38+00:00,,1.50E+18
3810,Some law firms are unwilling to accept highly volatile cryptocurrencies as payment. #cryptovolatility #cryptopayments https://t.co/wUMuv5RYeR,2022-02-22 19:33:11+00:00,,1.50E+18
3811,"#XRP fell by over 10% on Tuesday, as bearish pressure once again intensified in #crypto markets. https://t.co/HjzlvjkOGI",2022-02-22 18:41:13+00:00,,1.50E+18
3812,"The crackdown has also spurred crypto mining activities in China’s neighboring states like Thailand, Laos, and Kazakhstan. #BitcoinMining https://t.co/GLtWjhQHFL",2022-02-22 17:32:27+00:00,,1.50E+18
3813,"""American investors should have a choice in how to obtain #bitcoin exposure,"" said Grayscale. #crypto #cryptocurrency $BTC https://t.co/oLbRqnEzjo",2022-02-22 17:02:01+00:00,,1.50E+18
3814,150 victims from all over the world contacted the police to claim the money from the scam. #crypto #cryptocurrency #bitcoin $BTC https://t.co/E8CMME6H6d,2022-02-22 15:32:15+00:00,,1.50E+18
3815,Finance ministry puts forward legislation to regulate #crypto investments in #Russia. https://t.co/Af5O4CbrlZ,2022-02-22 15:02:43+00:00,,1.50E+18
3816,"#Ethereum finds support on Tuesday, following a drop to a three-week low earlier in today’s session. https://t.co/Xhmv8gJ2GG",2022-02-22 14:37:37+00:00,,1.50E+18
3817,Solidus AI Tech Raises $5.4 Million in Funding and Unveils New Partners https://t.co/WkGOKRrvXC,2022-02-22 14:02:34+00:00,,1.50E+18
3818,"""He manipulated the website of the firm to show a steady rise in the value of investments while transferring money into his accounts fraudulently."" #crypto #cryptocurrency #ethereum #ether $ETH https://t.co/D0qV84xMAo",2022-02-22 13:31:50+00:00,,1.50E+18
3819,"#Bitbase, a cryptocurrency services company, is in talks with government and banking authorities about offering #crypto ATM services in #Venezuela. https://t.co/GVonk43wCb",2022-02-22 12:33:50+00:00,,1.50E+18
3820,"""We are now at the early stage of a bear market,” said the co-founder, expecting the next bull run to be in 2024. #crypto #cryptocurrency #bitcoin $BTC https://t.co/tnsr1l7IET",2022-02-22 11:32:47+00:00,,1.50E+18
3821,"Don't forget to follow Bitcoin․com News on @tiktok_us!

https://t.co/RZHbImBKZ0",2022-02-22 11:08:24+00:00,,1.50E+18
3822,"#ADA Biggest 24h Loser as Markets Nosedive, #BUSD #Stablecoin Enters Top Ten — Is This the Start of a Prolonged #BearMarket? https://t.co/rSsCvxIaL1",2022-02-22 10:59:43+00:00,,1.50E+18
3823,"The report also names, Attestant, a cryptocurrency transactions verification service, as one of the law firm’s clients that pays for services using cryptocurrency. #cryptocurrency #verification https://t.co/wUMuv5RYeR",2022-02-22 10:33:09+00:00,,1.50E+18
3824,"Upon inspection, authorities discovered the consignment was not comprised of shoe materials as stated in the ""export"" document. #CryptoMining #Miners https://t.co/GLtWjhQHFL",2022-02-22 08:32:22+00:00,,1.50E+18
3825,“Another seven million pounds to be returned to rightful owners.” #crypto #cryptocurrency #bitcoin $BTC https://t.co/E8CMME6H6d,2022-02-22 06:32:14+00:00,,1.50E+18
3826,"Alium Finance Will Give Away 380,000 ALM Tokens in Honor of Listing on the MEXC Exchange https://t.co/KQGoy9keHn",2022-02-22 06:03:03+00:00,,1.50E+18
3827,"Indian police have arrested 11 people in connection with a fraudulent #cryptocurrency scheme that has duped about 2,000 investors. #crypto #ethereum #ether $ETH https://t.co/D0qV84xMAo",2022-02-22 04:31:49+00:00,,1.50E+18
3828,"""It won’t be until end of 2024 to beginning of 2025 that we can welcome next bull market on #bitcoin.” #crypto #cryptocurrency $BTC https://t.co/tnsr1l7IET",2022-02-22 02:32:45+00:00,,1.50E+18
3829,Earn Guild Is Coming to PancakeSwap https://t.co/VqvwzwfVn2,2022-02-22 02:02:18+00:00,,1.50E+18
3830,The American streaming television service Sling TV has announced the company is now accepting #cryptocurrency payments. https://t.co/HYbX6RM1T2,2022-02-22 00:03:05+00:00,,1.50E+18
3831,"Chris Cox, Meta's CPO, also stated this constituted a tenfold increase in the metric in just three months since the #metaverse app launched. https://t.co/ygxKgt48fO",2022-02-21 22:31:30+00:00,,1.50E+18
3832,"Beetlejuice’s NFT Surpasses Top Collectibles of Tom Brady, Superman and Michael Jackson at Goldin Auctions https://t.co/pdRwHOqz8f",2022-02-21 22:03:03+00:00,,1.50E+18
3833,Intel revealed more details about the Bonanza Mine (BMZ1) #blockchain chip at this year’s International Solid-State Circuits Conference. https://t.co/5vjQelibIE,2022-02-21 21:32:56+00:00,,1.50E+18
3834,#Vkontakte to utilize #NFTs for monetizing user-generated content and protecting copyrights. https://t.co/9aPdoruH0M,2022-02-21 20:32:17+00:00,,1.50E+18
3835,The #DAO called “Buy the Broncos DAO” wants to obtain the NFL team as a community and “put ownership in the hands of the fans.” #Blockchain #DenverBroncos https://t.co/qN3mVQxyfS,2022-02-21 19:02:44+00:00,,1.50E+18
3836,"Velarde first referred to the volatility of #bitcoin and other cryptocurrencies, and also explained that there were environmental concerns around the use of #cryptocurrencies. https://t.co/kNicJfthWL",2022-02-21 18:34:12+00:00,,1.50E+18
3837,"Following a bearish start to the week, the crypto market rallied throughout the afternoon, with #QNT and #LUNA leading the gainers. https://t.co/w2lUNBdn6i",2022-02-21 18:23:05+00:00,,1.50E+18
3838,"Reem Al Faisal predicts Saudi Arabia ""will probably regulate #cryptocurrency and allow free use of that tech because it has shown itself to be an important evolution in finance."" https://t.co/hWh3FhPxX3",2022-02-21 16:33:50+00:00,,1.50E+18
3839,A judge has ordered the crypto startup Terraform Labs to comply with the Securities and Exchange Commission’s (SEC) subpoenas. #Terra #LUNA #Mirror https://t.co/XL5ToqtOoi,2022-02-21 16:02:16+00:00,,1.50E+18
3840,"#BTC, #ETH prices lower for a sixth straight day https://t.co/d3o4EUsmVJ",2022-02-21 15:15:26+00:00,,1.50E+18
3841,"Snoop Dogg Drops 10,000 Playable Sandbox Avatar NFTs – Mint a Unique Doggie and Explore the Metaverse in Style https://t.co/fR8kBpyTDv",2022-02-21 14:02:58+00:00,,1.50E+18
3842,"#Meta announced that Horizon Worlds, one of its flagship #metaverse apps allowing users to build and inhabit their own spaces, has reached a monthly active user base of 300K users. https://t.co/ygxKgt48fO",2022-02-21 13:31:28+00:00,,1.50E+18
3843,"“The #metaverse will likely infiltrate every sector in some way in the coming years,” said JPMorgan. #crypto #cryptocurrency #bitcoin $BTC https://t.co/VJ5uHVdlBf",2022-02-21 12:33:22+00:00,,1.50E+18
3844,How to Recover $100 Billion in Lost Crypto Wallets - KeychainX CEO Robert Rhodin Explains https://t.co/WJVp6uZz4h,2022-02-21 12:31:33+00:00,,1.50E+18
3845,Russia’s largest social media network #Vkontakte announces support of non-fungible tokens. https://t.co/9aPdoruH0M,2022-02-21 11:32:15+00:00,,1.50E+18
3846,"#Prices Still Timid Due to Macros, #Crypto #Community to #Canada Gov: No, You Can’t ‘Freeze’ Real Decentralized Assets — https://t.co/UtJJm8netW News DPU 2.21.22 https://t.co/4rFxicTj8q",2022-02-21 11:30:18+00:00,,1.50E+18
3847,"Mexico's third-richest billionaire has recommended buying #bitcoin. ""Trust me, you’re going to thank me later,"" he said. #crypto #cryptocurrency $BTC https://t.co/Eek0Y6Fw2k",2022-02-21 10:33:24+00:00,,1.50E+18
3848,"Julio Velarde, the president of the Central Bank of #Peru, talked about his opinion and the view the institution takes on #cryptocurrencies. https://t.co/kNicJfthWL",2022-02-21 09:34:10+00:00,,1.50E+18
3849,The executive order will direct various government agencies to come up with a government-wide strategy to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/tDBwJk9paQ,2022-02-21 08:32:36+00:00,,1.50E+18
3850,Princess Reem Al Faisal's comments about NFTs follow reports that she had launched her first NFT as well as the first virtual exposition of Saudi NFTs. #NFT #metaverse https://t.co/hWh3FhPxX3,2022-02-21 07:33:49+00:00,,1.50E+18
3851,"Hoo’s First Stage of Token-Repurchase Program Completed With Over 400,000 HOO Token Added to Its AMM Liquidity Pool https://t.co/GLIDn5YXSO",2022-02-21 06:02:46+00:00,,1.50E+18
3852,"“New top-ups to your savings wallet, as of today, will not earn interest until the restructuring of the earn interest product,” #crypto lender Nexo told US customers. https://t.co/eqZ57XWexN",2022-02-21 05:33:02+00:00,,1.50E+18
3853,"According to the CEO, ""the attacker has $1.7 million of ETH in his wallet from selling some of the stolen #NFTs."" https://t.co/N4lt5NwFAv",2022-02-21 04:33:04+00:00,,1.50E+18
3854,"“The market opportunity estimated at over $1 trillion in yearly revenues,” said JPMorgan about the #metaverse. #crypto #cryptocurrency #bitcoin $BTC https://t.co/VJ5uHVdlBf",2022-02-21 03:33:20+00:00,,1.50E+18
3855,"""You have to buy #bitcoin ... forget about selling,"" advised Mexico's third-richest billionaire. #crypto #cryptocurrency $BTC https://t.co/Eek0Y6nUDK",2022-02-21 01:33:22+00:00,,1.50E+18
3856,Investors in Bulgaria offered access to #crypto assets through #ETNs traded on the #stock exchange. https://t.co/w67epV6Zns,2022-02-21 00:33:22+00:00,,1.50E+18
3857,President Joe Biden is reportedly expected to issue an executive order on #cryptocurrency this week. #crypto #bitcoin $BTC https://t.co/tDBwJk9paQ,2022-02-20 23:32:34+00:00,,1.50E+18
3858,Fireblocks CEO Micheal Shaulov insisted that his firm’s objective now is not to go out and make more acquisitions. #cryptocurrencies https://t.co/PaO5f5itRG,2022-02-20 22:32:34+00:00,,1.50E+18
3859,"#AxieInfinity, the online video game crafted by the Vietnamese software studio Sky Mavis, surpassed $4 billion in all-time #NFT sales this week. https://t.co/CSX7OQnUeX",2022-02-20 21:32:42+00:00,,1.50E+18
3860,"#Crypto VC investments reached $653 million in 2021, growing almost ten times more than the number the sector registered in 2020 ($68 million), supported by the rising interest of consumers. https://t.co/mfEGptyUaS",2022-02-20 19:33:37+00:00,,1.50E+18
3861,"Opensea's Devin Finzer has characterized the incident as a phishing attack, which he insists is not connected to Opensea’s website. #NFTs https://t.co/N4lt5NwFAv",2022-02-20 19:33:02+00:00,,1.50E+18
3862,"Seven-day statistics show, two Webbland penthouse NFTs made it into the top 15 most expensive #NFT sales this week. #Metaverse https://t.co/CG9qQvMCaG",2022-02-20 17:33:26+00:00,,1.50E+18
3863,"Just finished recording a more in depth video. It's exporting now. Took quite a while to put it together on this wild day.

It should be up on YouTube in about an hour.",2022-02-24 19:58:27+00:00,,1.50E+18
3864,@CryptoCriminal5 @alifarhat79 We've arrived... during this chaotic moment. https://t.co/6OldiDHyMo,2022-02-24 14:39:44+00:00,,1.50E+18
3865,"Fingers crossed 🤞 that this is the climatic emotional ending to an ABC correction in the Dow Jones, after hitting a .702 retrace for Wave B, and that the waves are of equal length for a zig-zag. https://t.co/GNuuZghd7A",2022-02-24 14:34:38+00:00,,1.50E+18
3866,RT @NorthmanTrader: It's always darkest before dawn.,2022-02-24 14:23:52+00:00,,1.50E+18
3867,"MARKETS MOVING EVERYWHERE as Geopolitical Event Arrives, Bitcoin Price Chart and Altcoin Market MOVE

https://t.co/VPW5kPMg5Q",2022-02-24 13:17:50+00:00,,1.50E+18
3868,I'm putting together a quick video right now. Hoping to have it out within an hour. Then I'll work on getting something more detailed out later today.,2022-02-24 12:33:51+00:00,,1.50E+18
3869,"We see oil breaking out. Logic points me that could lead to more inflation. Gold, silver and precious metals are breaking out, inflation hedge assets. Those were also the leaders in 2020. But I've got my eyes on that stock market.

Fingers are crossed this wraps up soon.

12/12",2022-02-24 12:06:33+00:00,,1.50E+18
3870,"While it's a climatic moment, and I can't reasonably conclude to any degree what the next move will be during this geopolitical event or the consequences of it, especially with it happening in the last several hours, my fingers are crossed we're following that structure.

11/12",2022-02-24 12:06:32+00:00,,1.50E+18
3871,"We've spent a lot of time going through the inverse / inverted charts to show how these things usually play out, and while it would have been nice to fully rely on a 5.5 month fractal, I kept pointing to this because it's the most common way things happen.

10/12 https://t.co/ulu6L2kZKH",2022-02-24 12:06:32+00:00,,1.50E+18
3872,"A concerning thing for me is that TOTAL3, the remaining altcoin market is dipping below the .702 retracement level. If we were to have an Elliott Wave structure, this is starting to deviate during this event.

9/12 https://t.co/D4xRdofu1N",2022-02-24 12:06:31+00:00,,1.50E+18
3873,"But as we can see, commodities are taking off, and equities are taking a fall overnight. And, cryptos are getting lumped in with that equities basket... being tied to the stock market...

8/12",2022-02-24 12:06:30+00:00,,1.50E+18
3874,"There was a volatility range that occurred up near these equivalent areas of a bubble structure back in the 1920s. The lowest end of that boundary is around 32,000 for the DJI (The DJI is at 32,200 right now pre-market).

Not sure what would happen if it dipped below that.

7/12 https://t.co/gm1CxY1W44",2022-02-24 12:06:29+00:00,,1.50E+18
3875,"We've studied the Dow Jones in relation to the 1920's many times and that we are in a giant bubble.

6/12 https://t.co/7RyV9fsKAI",2022-02-24 12:06:28+00:00,,1.50E+18
3876,"Also, the U.S. Stock Market Futures are taking a hit. With the Dow Jones -856. And, not looking pretty.

5/12 https://t.co/CnbIqpTNln",2022-02-24 12:06:27+00:00,,1.50E+18
3877,"At the same time, the DXY, or the U.S. Dollar Currency Index is taking a pop upwards as well, up almost 1% in a day, which is a big move for the DXY in one day. A ""flight to safety"".

4/12 https://t.co/nK0b2AZOLN",2022-02-24 12:06:26+00:00,,1.50E+18
3878,"At the same time, precious metals are breaking upward, having the biggest days they've seen in years, with Gold, Silver, and Platinum all pushing up.

3/12 https://t.co/H9NFMxKSzi",2022-02-24 12:06:25+00:00,,1.50E+18
3879,"At the same time that this is all occurring, significant things are happening market wide. For example, in 2014, this was OIL's breakdown level. 5-years of higher lows, then it crashed from here. This moment has caused OIL to break through that resistance.

2/12 https://t.co/WnElebJzCt",2022-02-24 12:06:24+00:00,,1.50E+18
3880,"This is a pretty climatic moment. I'm not a geopolitical expert or capable of solving 5D chess that gets played during wartime situations. But, we can look at how the charts are reacting to this.

It appears Bitcoin is now deviating from it's 5.5 month structure.

1/12 https://t.co/snkIU9B4zp",2022-02-24 12:06:23+00:00,,1.50E+18
3881,"In the last 20-minutes, Russia has announced military action in Ukraine. Markets getting volatile. https://t.co/3hM7QPSS37",2022-02-24 03:11:02+00:00,,1.50E+18
3882,"RT @DavidInglesTV: TASS reporting:
- Russia has decided to conduct special military operations in Ukraine
- President Putin reiterates Russ…",2022-02-24 03:07:55+00:00,,1.50E+18
3883,RT @JohnEDeaton1: The SEC asked to file a Sur Sur-Reply to cite a fellow District Court Judge’s ruling from a different circuit striking an…,2022-02-23 23:52:31+00:00,,1.50E+18
3884,"Crypto market is pretty tame today.

I'm taking the day off from videos to get some things done.

Been a busy week with a video and a 2.5 hour live stream on Monday, and a video and interview on @ThinkingCrypto1 yesterday. 😅

I'll be hanging around Twitter all day though. 👍",2022-02-23 15:40:13+00:00,,1.50E+18
3885,Lots of fun chatting with @ThinkingCrypto1 today. https://t.co/7BmkQsXZTa,2022-02-23 00:33:40+00:00,,1.50E+18
3886,@XRP_OWL ❤️ Praying for you and your family,2022-02-23 00:30:02+00:00,,1.50E+18
3887,"MARKET BOUNCES as Bitcoin Price Chart Quickly Dips with Altcoin Market, Structure Still Holding

https://t.co/5l0nkZdXsT",2022-02-22 15:53:26+00:00,,1.50E+18
3888,What do you think? Are we still holding? https://t.co/ysJCR2pNaF,2022-02-22 13:44:49+00:00,,1.50E+18
3889,"I'm going LIVE on YouTube right now.

Let's watch this chaotic volatility in real time.",2022-02-21 18:59:02+00:00,,1.50E+18
3890,"In this mornings video:

""In order for this thing to continue following, you know, what would you expect relatively soon? Within the next 2-4 hours? Some type of pop back up to about $39,000.""

🤯 https://t.co/OG3xC1Bi82",2022-02-21 15:12:15+00:00,,1.50E+18
3891,"WE'VE ARRIVED! Bitcoin Price Chart Completes Fractal, Story Time for Retrace and Altcoin Market!

https://t.co/I82nQ2DXUm",2022-02-21 14:38:51+00:00,,1.50E+18
3892,"A defining moment on whether this structure will continue.

2/2 https://t.co/WlsaoCH9eG",2022-02-21 11:46:01+00:00,,1.50E+18
3893,"Right on time again for Bitcoin.

1/2 https://t.co/Objc1YU7vo",2022-02-21 11:46:00+00:00,,1.50E+18
3894,"RT @attorneyjeremy1: NEW VIDEO!

I bring in the big guns in order to argue about what the newly unsealed legal memos mean.  Hint: Thien-Vu,…",2022-02-21 11:20:05+00:00,,1.50E+18
3895,"So, exciting time. Will the fractal continue? Quick retrace? Or will we see what typically happens prior to the ""long and grueling"" retraces, where there still is another dip lower?

Answers to those questions are right around the corner, based on these structures.

3/3 https://t.co/rcXMTIQtG4",2022-02-20 13:27:26+00:00,,1.50E+18
3896,"Just for fun, making small adjustments by shifting the fractal up slightly, here's another take on Bitcoin if it's actually going to hold on the trend.

2/3 https://t.co/e5pIbPKunz",2022-02-20 13:27:25+00:00,,1.50E+18
3897,"Overnight move for Bitcoin!

Intense eyes on whether Bitcoin is going to continue following it's 5 1/2 month structure, or deviate away.

1/3 https://t.co/AphjFdKsOQ",2022-02-20 13:27:24+00:00,,1.50E+18
3898,"Time for a little secret...

I've done 624 videos on YouTube...

With a $60 headset I bought on Amazon.

After years of requests, I'm finally upgrading to a Shure mic. But, just know, for those up and coming, content beats out production value. https://t.co/ajDHll0rqb",2022-02-19 19:00:17+00:00,,1.50E+18
3899,"RT @JohnEDeaton1: UNDISPUTED FACTS TIMELINE ADDITIONS

2012: Perkins Coie (the same law firm that helped write ✍️ Hinman’s #Ether Free Pass…",2022-02-19 12:37:50+00:00,,1.50E+18
3900,"RT @attorneyjeremy1: NEW VIDEO!

The SEC's BIG BLUNDER.

That's all folks.

https://t.co/xtGPLwKOTq",2022-02-19 02:14:43+00:00,,1.49E+18
3901,"RT @FilanLaw: 5/5 It seems to me that Ripple was being very proactive, which is very important.  There certainly is nothing in these memos…",2022-02-19 00:51:04+00:00,,1.49E+18
3902,"RT @jungleincxrp: Nothing in crypto can be done without ""small risk"" There is no regulatory clarity. THAT IS THE WHOLE POINT of Ripples def…",2022-02-18 23:18:57+00:00,,1.49E+18
3903,"RT @EleanorTerrett: Looking at the docs, it looks like #Ripple legal team was warned in 2012 about the potential risk, ""albeit small"", of t…",2022-02-18 23:18:39+00:00,,1.49E+18
3904,RT @s_alderoty: The conclusion of these now public 2012 memos is clear: XRP “do not constitute securities.” 1/2,2022-02-18 23:17:33+00:00,,1.49E+18
3905,Haven't had any time to read these documents yet... but I see XRP's price moving upward ever since they were released within the last hour... interesting.,2022-02-18 23:14:27+00:00,,1.49E+18
3906,"Tons of docs getting unleased in the SEC vs. Ripple case. Follow @FilanLaw, he's posting tons of them. https://t.co/45pvD1W3Sj",2022-02-18 23:12:06+00:00,,1.49E+18
3907,RT @NorthmanTrader: Classic that the Fed tightens insider trading rules only AFTER they’ve ballooned their balance sheet to $9 trillion and…,2022-02-18 18:37:25+00:00,,1.49E+18
3908,"THE INTENSE MOMENT ARRIVES! Bitcoin Price Chart Reaches Final Stages, Altcoin Market Essential Time.

https://t.co/pQzr9gEwIw",2022-02-18 16:42:49+00:00,,1.49E+18
3909,"RT @attorneyjeremy1: I'm reading it, but can't quite believe it.

NOW the speech wasn't Hinman's personal opinion at all, but intended to c…",2022-02-18 10:56:18+00:00,,1.49E+18
3910,HAPPY NEW YEAR! 2022!,2022-01-01 00:00:01+00:00,,1.47707E+18
